2020-14-08 10:30:00;132090;132100;131920;131950
2020-14-08 10:35:00;131960;132000;131890;131900
2020-14-08 10:40:00;131900;132110;131740;131780
2020-14-08 10:45:00;131790;131800;131380;131450
2020-14-08 10:50:00;131440;131520;131250;131320
2020-14-08 10:55:00;131320;131440;131240;131330
2020-14-08 11:00:00;131330;131450;131210;131390
2020-14-08 11:05:00;131400;131440;131140;131160
2020-14-08 11:10:00;131160;131280;131000;131200
2020-14-08 11:15:00;131200;131210;130840;130900
2020-14-08 11:20:00;130890;130990;130760;130930
2020-14-08 11:25:00;130930;131060;130760;131040
2020-14-08 11:30:00;131030;131090;130910;130920
2020-14-08 11:35:00;130920;131150;130860;131090
2020-14-08 11:40:00;131080;131170;131030;131070
2020-14-08 11:45:00;131060;131060;130800;130980
2020-14-08 11:50:00;130960;130970;130830;130950
2020-14-08 11:55:00;130960;130990;130830;130870
2020-14-08 12:00:00;130880;130880;130630;130760
2020-14-08 12:05:00;130750;130760;130620;130640
2020-14-08 12:10:00;130640;130790;130580;130780
2020-14-08 12:15:00;130770;130980;130740;130940
2020-14-08 12:20:00;130930;131050;130860;131000
2020-14-08 12:25:00;131010;131180;130930;131160
2020-14-08 12:30:00;131150;131170;131020;131050
2020-14-08 12:35:00;131070;131070;130940;130960
2020-14-08 12:40:00;130950;131080;130940;131020
2020-14-08 12:45:00;131040;131050;130920;130940
2020-14-08 12:50:00;130940;131050;130910;131040
2020-14-08 12:55:00;131050;131330;131040;131320
2020-14-08 13:00:00;131310;131360;131220;131280
2020-14-08 13:05:00;131290;131290;131100;131170
2020-14-08 13:10:00;131160;131190;131020;131110
2020-14-08 13:15:00;131110;131110;131020;131060
2020-14-08 13:20:00;131060;131190;131060;131170
2020-14-08 13:25:00;131160;131240;131150;131170
2020-14-08 13:30:00;131160;131280;131130;131200
2020-14-08 13:35:00;131200;131320;131170;131260
2020-14-08 13:40:00;131260;131530;131240;131450
2020-14-08 13:45:00;131460;131570;131430;131550
2020-14-08 13:50:00;131550;131670;131540;131600
2020-14-08 13:55:00;131610;131660;131590;131620
2020-14-08 14:05:00;131630;131650;131460;131520
2020-14-08 14:10:00;131520;131570;131450;131480
2020-14-08 14:15:00;131480;131510;131320;131390
2020-14-08 14:20:00;131390;131510;131320;131500
2020-14-08 14:25:00;131500;131620;131500;131600
2020-14-08 14:30:00;131610;131630;131510;131560
2020-14-08 14:35:00;131570;131760;131560;131760
2020-14-08 14:40:00;131740;131820;131730;131800
2020-14-08 14:45:00;131790;131840;131730;131730
2020-14-08 14:50:00;131730;131770;131610;131640
2020-14-08 14:55:00;131640;131700;131630;131670
2020-14-08 15:00:00;131680;131710;131530;131550
2020-14-08 15:05:00;131540;131620;131450;131500
2020-14-08 15:10:00;131480;131600;131480;131570
2020-14-08 15:15:00;131570;131600;131360;131370
2020-14-08 15:20:00;131380;131420;131250;131390
2020-14-08 15:25:00;131380;131550;131360;131500
2020-14-08 15:30:00;131510;131790;131450;131700
2020-14-08 15:35:00;131710;131800;131530;131560
2020-14-08 15:40:00;131570;131610;131360;131420
2020-14-08 15:45:00;131420;131480;131340;131430
2020-14-08 15:50:00;131410;131460;131360;131360
2020-14-08 15:55:00;131360;131410;131270;131380
2020-14-08 16:00:00;131380;131410;131140;131200
2020-14-08 16:05:00;131190;131420;131150;131380
2020-14-08 16:10:00;131390;131570;131330;131460
2020-14-08 16:15:00;131460;131520;131400;131490
